repos,repo_version,filename,services,images,ports,network,environment,volume,depend_on
photoprism/photoprism,latest,/docker-compose.yml,mariadb,mariadb:10.6,['4001:4001'],,"{'MYSQL_ROOT_PASSWORD': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'photoprism', 'MYSQL_DATABASE': 'photoprism'}",['./scripts/sql/mariadb-init.sql:/docker-entrypoint-initdb.d/init.sql'],
photoprism/photoprism,latest,/docker-compose.yml,keycloak,quay.io/keycloak/keycloak:16.0.0,,,"{'KEYCLOAK_USER': 'admin', 'KEYCLOAK_PASSWORD': 'photoprism', 'KEYCLOAK_FRONTEND_URL': 'https://keycloak.traefik.net/auth', 'DB_VENDOR': 'mariadb', 'DB_PORT': 4001, 'DB_DATABASE': 'keycloak', 'DB_USER': 'keycloak', 'DB_PASSWORD': 'keycloak'}",,
photoprism/photoprism,latest,/docker-compose.yml,dummy-webdav,photoprism/dummy-webdav:20211218,,,"{'WEBDAV_USERNAME': 'admin', 'WEBDAV_PASSWORD': 'photoprism'}",,
photoprism/photoprism,latest,/docker-compose.yml,dummy-oidc,photoprism/dummy-oidc:20211218,,,,,
photoprism/photoprism,latest,/docker/demo/docker-compose.yml,demo,photoprism/demo:latest,,,"{'PHOTOPRISM_SITE_URL': 'https://demo.yourdomain.com/', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Demo', 'PHOTOPRISM_SITE_DESCRIPTION': 'AI-Powered Photos App. Tags and finds pictures without getting in your way!', 'PHOTOPRISM_SITE_PREVIEW': 'https://i.photoprism.app/logo?cover=17&title=Demo', 'PHOTOPRISM_SITE_AUTHOR': 'PhotoPrism', 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEFAULT_LOCALE': 'en'}",['./config:/photoprism/storage/config'],['traefik']
photoprism/photoprism,latest,/docker/demo/docker-compose.yml,traefik,traefik:v2.5,"['80:80', '443:443']",,,"['/var/run/docker.sock:/var/run/docker.sock', './traefik/:/data/', './traefik.yaml:/etc/traefik/traefik.yaml']",
photoprism/photoprism,latest,/docker/demo/docker-compose.yml,scheduler,mcuadros/ofelia:latest,,,,"['/var/run/docker.sock:/var/run/docker.sock:ro', './jobs.ini:/etc/ofelia/config.ini']",
photoprism/photoprism,latest,/docker/demo/docker-compose.yml,watchtower,containrrr/watchtower,,,"{'WATCHTOWER_CLEANUP': 'true', 'WATCHTOWER_POLL_INTERVAL': 1800}",['/var/run/docker.sock:/var/run/docker.sock'],
photoprism/photoprism,latest,/docker/examples/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/docker-compose.yml,mariadb,mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['./database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/examples/macos/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/macos/docker-compose.yml,mariadb,mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/examples/scheduler/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/scheduler/docker-compose.yml,mariadb,mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['./database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/examples/scheduler/docker-compose.yml,ofelia,mcuadros/ofelia:latest,,,,"['/var/run/docker.sock:/var/run/docker.sock:ro', './jobs.ini:/etc/ofelia/config.ini']",
photoprism/photoprism,latest,/docker/examples/armv7/docker-compose.yml,photoprism,photoprism/photoprism:armv7,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'none', 'PHOTOPRISM_WORKERS': 1, 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/armv7/docker-compose.yml,mariadb,linuxserver/mariadb:latest,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['./mariadb:/config'],
photoprism/photoprism,latest,/docker/examples/sqlite/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'true', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'sqlite', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",
photoprism/photoprism,latest,/docker/examples/cloud/docker-compose.yml,photoprism,photoprism/photoprism:latest,,,"{'PHOTOPRISM_SITE_URL': 'https://_public_ip_/', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'PHOTOPRISM_ADMIN_PASSWORD': '_admin_password_', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': '_admin_password_', 'PHOTOPRISM_INIT': 'tensorflow-amd64-avx2', 'HOME': '/photoprism'}","['./originals:/photoprism/originals', './import:/photoprism/import', './storage:/photoprism/storage', './backup:/var/lib/photoprism']",['mariadb']
photoprism/photoprism,latest,/docker/examples/cloud/docker-compose.yml,traefik,traefik:v2.5,"['80:80', '443:443']",,,"['/var/run/docker.sock:/var/run/docker.sock', './traefik/:/data/', './traefik.yaml:/etc/traefik/traefik.yaml', './certs/:/certs/']",
photoprism/photoprism,latest,/docker/examples/cloud/docker-compose.yml,mariadb,mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': '_admin_password_', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': '_admin_password_'}",['./database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/examples/cloud/docker-compose.yml,ofelia,mcuadros/ofelia:latest,,,,"['/var/run/docker.sock:/var/run/docker.sock:ro', './jobs.ini:/etc/ofelia/config.ini']",
photoprism/photoprism,latest,/docker/examples/cloud/docker-compose.yml,watchtower,containrrr/watchtower,,,"{'WATCHTOWER_CLEANUP': 'true', 'WATCHTOWER_POLL_INTERVAL': 86400}",['/var/run/docker.sock:/var/run/docker.sock'],
photoprism/photoprism,latest,/docker/examples/windows/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'gzip', 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'false', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/windows/docker-compose.yml,mariadb,mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/examples/arm64/docker-compose.yml,photoprism,photoprism/photoprism:latest,['2342:2342'],,"{'PHOTOPRISM_ADMIN_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_URL': 'http://localhost:2342/', 'PHOTOPRISM_ORIGINALS_LIMIT': 5000, 'PHOTOPRISM_HTTP_COMPRESSION': 'none', 'PHOTOPRISM_WORKERS': 2, 'PHOTOPRISM_DEBUG': 'false', 'PHOTOPRISM_PUBLIC': 'false', 'PHOTOPRISM_READONLY': 'false', 'PHOTOPRISM_EXPERIMENTAL': 'false', 'PHOTOPRISM_DISABLE_CHOWN': 'false', 'PHOTOPRISM_DISABLE_WEBDAV': 'false', 'PHOTOPRISM_DISABLE_SETTINGS': 'false', 'PHOTOPRISM_DISABLE_TENSORFLOW': 'false', 'PHOTOPRISM_DISABLE_FACES': 'false', 'PHOTOPRISM_DISABLE_CLASSIFICATION': 'false', 'PHOTOPRISM_DARKTABLE_PRESETS': 'true', 'PHOTOPRISM_DETECT_NSFW': 'false', 'PHOTOPRISM_UPLOAD_NSFW': 'true', 'PHOTOPRISM_DATABASE_DRIVER': 'mysql', 'PHOTOPRISM_DATABASE_SERVER': 'mariadb:3306', 'PHOTOPRISM_DATABASE_NAME': 'photoprism', 'PHOTOPRISM_DATABASE_USER': 'photoprism', 'PHOTOPRISM_DATABASE_PASSWORD': 'insecure', 'PHOTOPRISM_SITE_TITLE': 'PhotoPrism', 'PHOTOPRISM_SITE_CAPTION': 'Browse Your Life', 'PHOTOPRISM_SITE_DESCRIPTION': '', 'PHOTOPRISM_SITE_AUTHOR': '', 'HOME': '/photoprism'}","['~/Pictures:/photoprism/originals', './storage:/photoprism/storage']",['mariadb']
photoprism/photoprism,latest,/docker/examples/arm64/docker-compose.yml,mariadb,arm64v8/mariadb:10.6,,,"{'MYSQL_ROOT_PASSWORD': 'insecure', 'MYSQL_DATABASE': 'photoprism', 'MYSQL_USER': 'photoprism', 'MYSQL_PASSWORD': 'insecure'}",['./database:/var/lib/mysql'],
photoprism/photoprism,latest,/docker/ddns/docker-compose.yml,ddns,photoprism/ddns:latest,,,,['./config:/config'],
deepset-ai/FARM,latest,/docker-compose.yml,inference-api,deepset/farm-inference-api:base-models-0.4.2,['5000:5000'],,,['./saved_models:/home/user/saved_models'],
deepset-ai/FARM,latest,/docker-compose.yml,inference-ui,deepset/farm-inference-ui:latest,['3000:80'],,,,
LBNL-UCB-STI/beam,latest,/metrics/docker-compose.yml,grafana_graphite,kamon/grafana_graphite,"['80:80', '81:81', '8125:8125/udp', '8126:8126', '2003:2003']",,,"['./data/whisper:/opt/graphite/storage/whisper', './data/grafana:/opt/grafana/data', './log/graphite:/opt/graphite/storage/log', './log/supervisor:/var/log/supervisor']",
LBNL-UCB-STI/beam,latest,/metrics2.0/docker-compose.yml,influxdb-grafana,philhawthorne/docker-influxdb-grafana:latest,"['3003:3003', '3004:8083', '8086:8086']",,"['GF_SECURITY_ADMIN_USER=${ADMIN_USER:-root}', 'GF_SECURITY_ADMIN_PASSWORD=${ADMIN_PASSWORD:-root}', 'GF_USERS_ALLOW_SIGN_UP=false', 'GF_AUTH_ANONYMOUS_ENABLED=true', 'GF_AUTH_ANONYMOUS_ORG_NAME=Main Org.', 'GF_AUTH_ANONYMOUS_ORG_ROLE=Editor']","['./grafana/plugins:/var/lib/grafana/plugins', './grafana/datasources:/etc/grafana/datasources', './grafana/dashboards:/etc/grafana/dashboards', './influxdb/snapshot:/var/lib/influxdb/snapshot', './setup.sh:/setup.sh']",
jguwekarest/jguwekarest,latest,/docker-compose.yml,mongo,mongo,,,,,
jguwekarest/jguwekarest,latest,/docker-compose.yml,jguweka,jguweka/jguweka:OAS3,['8081:8080'],,,,['mongo']
z1pti3/jimi,latest,/.devcontainer/docker-compose.yml,app,,,,,['..:/workspace:cached'],
z1pti3/jimi,latest,/.devcontainer/docker-compose.yml,db,mongo:latest,,,,['mongodb-data:/data/db'],
norkator/open-intelligence,latest,/docker-compose.yml_tpl,open-intelligence-app-py,,,,,['./:/app'],
norkator/open-intelligence,latest,/docker-compose.yml_tpl,open-intelligence-insight-face-py,,,,,['./:/app'],
norkator/open-intelligence,latest,/docker-compose.yml_tpl,open-intelligence-super-resolution-py,,,,,['./:/app'],
norkator/open-intelligence,latest,/docker-compose.yml_tpl,open-intelligence-similarity-process-py,,,,,['./:/app'],
norkator/open-intelligence,latest,/docker-compose.yml_tpl,open-intelligence-front,,"['4300:4300', '3000:3000']",,"['REACT_APP_API_BASE_URL=http://<your-server-ip-address>:4300/', 'NODE_ENV=development', 'LOGGING=true', 'API_PORT=4300', 'DB_DIALECT=postgres', 'DB_USER=your-postgresql-server-user', 'DB_HOST=your-postgresql-server-address', 'DB_DATABASE=intelligence', 'DB_PASSWORD=your-postgresql-server-password', 'DB_PORT=5432', 'SEQ_LOGGING=false', 'DATE_TIME_FORMAT=YYYY-MM-DD HH:mm', 'ALLOW_ACCESS_ORIGIN_ALL=true', 'EMAIL_ENABLED=False', 'EMAIL_HOST=smtp-mail.somemail.com', 'EMAIL_PORT=587', 'EMAIL_USER=', 'EMAIL_PASSWORD=', 'EMAIL_TO_ADDRESS=address1@address.com,address2@addres.com']",['./config.ini:/usr/src/config.ini'],['open-intelligence-app-py']
farm-ng/tractor,latest,/docker/docker-compose.yml,ipc_logger,farmng/base:latest,,,['BLOBSTORE_ROOT=/blobstore'],['${BLOBSTORE_ROOT:?err}:/blobstore'],
farm-ng/tractor,latest,/docker/docker-compose.yml,programd,farmng/base:latest,,,['BLOBSTORE_ROOT=/blobstore'],['${BLOBSTORE_ROOT:?err}:/blobstore'],
farm-ng/tractor,latest,/docker/docker-compose.yml,webservices,farmng/base:latest,,,"['BLOBSTORE_ROOT=/blobstore', 'PORT=8989']",['${BLOBSTORE_ROOT:?err}:/blobstore'],
farm-ng/tractor,latest,/docker/devel/docker-compose.yml,workspace,,,,['BLOBSTORE_ROOT=/blobstore'],"['../../.devel_home:/home/${USER}', '${BLOBSTORE_ROOT}:/blobstore', '../..:/workspace/tractor']",
farm-ng/tractor,latest,/modules/core/tests/docker-compose.ipc_publisher_test.yml,test_runner,,,,,,
farm-ng/tractor,latest,/modules/core/tests/docker-compose.yml,ipc_logger,farmng/base:${TAG:?err},,,['BLOBSTORE_ROOT=/blobstore'],['${BLOBSTORE_ROOT:?err}:/blobstore'],
farm-ng/tractor,latest,/modules/core/tests/docker-compose.yml,test_runner,farmng/base:${TAG:?err},,,['BLOBSTORE_ROOT=/blobstore'],['${BLOBSTORE_ROOT:?err}:/blobstore'],
